"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	21	7889	266.2
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	20	8779	227.8
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	20	9436	212.0
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	24	10221	234.8
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	30	11100	270.3
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	23	11862	193.9
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	31	12353	251.0
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	23	13107	175.5
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	33	13970	236.2
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	31	14549	213.1
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	28	15369	182.2
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	35	16680	209.8
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	22	17782	123.7
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	27	19112	141.3
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	49	20544	238.5
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	54	21686	249.0
	"New York"	"36"	"80-84 years"	"80-84"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	42	23020	182.5
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2000"	"2000"	78	32921	236.9
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2001"	"2001"	109	34809	313.1
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2002"	"2002"	98	36293	270.0
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2003"	"2003"	103	37568	274.2
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2004"	"2004"	144	39007	369.2
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2005"	"2005"	118	39960	295.3
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2006"	"2006"	113	40933	276.1
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2007"	"2007"	102	41568	245.4
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2008"	"2008"	111	42106	263.6
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2009"	"2009"	92	42205	218.0
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2010"	"2010"	105	42944	244.5
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2011"	"2011"	89	43645	203.9
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2012"	"2012"	102	43916	232.3
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2013"	"2013"	91	45031	202.1
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2014"	"2014"	90	46067	195.4
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2015"	"2015"	85	47383	179.4
	"New York"	"36"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2016"	"2016"	95	49400	192.3
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2000"	"2000"	841	305133	275.6
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2001"	"2001"	779	316532	246.1
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2002"	"2002"	837	323898	258.4
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2003"	"2003"	851	328034	259.4
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2004"	"2004"	891	335609	265.5
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2005"	"2005"	838	336976	248.7
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2006"	"2006"	744	335857	221.5
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2007"	"2007"	647	337039	192.0
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2008"	"2008"	659	336620	195.8
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2009"	"2009"	650	333965	194.6
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2010"	"2010"	673	331927	202.8
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2011"	"2011"	683	328002	208.2
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2012"	"2012"	593	322536	183.9
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2013"	"2013"	624	313897	198.8
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2014"	"2014"	538	305086	176.3
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2015"	"2015"	606	299149	202.6
	"New York"	"36"	"80-84 years"	"80-84"	"White"	"2106-3"	"2016"	"2016"	535	296899	180.2
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	22	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	27	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	26	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	22	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	32	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	25	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	32	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	28	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	29	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	36	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	41	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	35	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	42	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	40	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	40	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	51	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2000"	"2000"	85	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2001"	"2001"	92	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2002"	"2002"	122	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2003"	"2003"	94	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2004"	"2004"	115	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2005"	"2005"	117	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2006"	"2006"	125	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2007"	"2007"	115	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2008"	"2008"	109	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2009"	"2009"	83	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2010"	"2010"	93	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2011"	"2011"	107	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2012"	"2012"	111	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2013"	"2013"	127	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2014"	"2014"	99	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2015"	"2015"	94	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2016"	"2016"	79	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2000"	"2000"	982	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2001"	"2001"	985	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2002"	"2002"	987	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2003"	"2003"	940	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2004"	"2004"	976	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2005"	"2005"	987	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2006"	"2006"	900	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2007"	"2007"	801	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2008"	"2008"	880	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2009"	"2009"	772	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2010"	"2010"	819	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2011"	"2011"	940	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2012"	"2012"	817	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2013"	"2013"	866	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2014"	"2014"	739	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2015"	"2015"	887	Not Applicable	Not Applicable
	"New York"	"36"	"85-89 years"	"85-89"	"White"	"2106-3"	"2016"	"2016"	721	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	13	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	15	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	18	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	23	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	33	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	22	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	26	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	24	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	23	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	35	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	27	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	35	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	28	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	37	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	44	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	47	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	38	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2000"	"2000"	64	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2001"	"2001"	79	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2002"	"2002"	77	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2003"	"2003"	88	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2004"	"2004"	85	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2005"	"2005"	66	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2006"	"2006"	81	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2007"	"2007"	60	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2008"	"2008"	63	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2009"	"2009"	65	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2010"	"2010"	68	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2011"	"2011"	73	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2012"	"2012"	81	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2013"	"2013"	78	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2014"	"2014"	78	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2015"	"2015"	91	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2016"	"2016"	71	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2000"	"2000"	839	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2001"	"2001"	787	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2002"	"2002"	856	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2003"	"2003"	840	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2004"	"2004"	841	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2005"	"2005"	915	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2006"	"2006"	759	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2007"	"2007"	722	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2008"	"2008"	708	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2009"	"2009"	657	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2010"	"2010"	759	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2011"	"2011"	792	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2012"	"2012"	707	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2013"	"2013"	758	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2014"	"2014"	760	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2015"	"2015"	799	Not Applicable	Not Applicable
	"New York"	"36"	"90-94 years"	"90-94"	"White"	"2106-3"	"2016"	"2016"	696	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	16	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	14	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	13	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	19	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	14	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	13	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	15	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	14	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	19	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	13	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	14	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	13	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2000"	"2000"	25	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2001"	"2001"	40	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2002"	"2002"	34	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2003"	"2003"	36	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2004"	"2004"	39	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2005"	"2005"	36	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2006"	"2006"	33	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2007"	"2007"	33	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2008"	"2008"	39	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2009"	"2009"	33	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2010"	"2010"	36	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2011"	"2011"	28	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2012"	"2012"	27	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2013"	"2013"	29	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2014"	"2014"	34	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2015"	"2015"	34	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2016"	"2016"	27	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2000"	"2000"	358	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2001"	"2001"	368	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2002"	"2002"	422	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2003"	"2003"	377	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2004"	"2004"	365	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2005"	"2005"	414	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2006"	"2006"	348	Not Applicable	Not Applicable
	"New York"	"36"	"95-99 years"	"95-99"	"White"	"2106-3"	"2007"	"2007"	328	Not Applicable	Not Applicable
